artist_id,nom,fans,total_albums,engagement_rate,radio,url_deezer,date_extraction,score_potentiel
12121824,Slimka,18239,52,100,True,https://www.deezer.com/artist/12121824,2025-12-17 10:43:39,70.91
13516733,Youri,14132,40,100,True,https://www.deezer.com/artist/13516733,2025-12-17 10:42:45,70.9
79197392,Rich Amiri,17480,50,100,True,https://www.deezer.com/artist/79197392,2025-12-17 10:44:20,70.42
10061154,Sokra,10456,29,100,True,https://www.deezer.com/artist/10061154,2025-12-17 10:40:33,70.36
10308594,Oualid,19990,79,100,True,https://www.deezer.com/artist/10308594,2025-12-17 10:46:34,70.05
1012285,Riddla,17422,53,100,True,https://www.deezer.com/artist/1012285,2025-12-17 10:47:29,69.96
15371173,Dorely,8057,22,100,True,https://www.deezer.com/artist/15371173,2025-12-17 10:41:02,69.55
1120013,Mayo,14086,44,100,True,https://www.deezer.com/artist/1120013,2025-12-17 10:43:13,69.21
207863077,Shannon,12973,41,100,True,https://www.deezer.com/artist/207863077,2025-12-17 10:47:39,69.19
122997362,kulturr,13111,42,100,True,https://www.deezer.com/artist/122997362,2025-12-17 10:42:22,68.94
1088859,Jayel,13522,44,100,True,https://www.deezer.com/artist/1088859,2025-12-17 10:43:28,68.6
12546038,Lamatrix,9309,29,100,True,https://www.deezer.com/artist/12546038,2025-12-17 10:44:48,67.93
82979,Eklips,5426,15,100,True,https://www.deezer.com/artist/82979,2025-12-17 10:48:41,67.84
